precinct,is_accessible,location,address,mapzen GID,geocoded address,lat,lon
850810,False,SCHILLING SCH RM 2,36901 SPRUCE ST NEWARK,openaddresses:address:us/ca/alameda:399779,"37120 Spruce Street, Newark, CA, USA",37.525715,-122.044055
850900,True,LINCOLN ELEM SCH  LIBRARY,36111 BETTENCOURT ST NEWARK,openaddresses:address:us/ca/alameda:400245,"36111 Bettencourt Street, Newark, CA, USA",37.535823,-122.052811
851000,True,LINCOLN ELEM SCH LIBRARY,36111 BETTENCOURT ST NEWARK,openaddresses:address:us/ca/alameda:400245,"36111 Bettencourt Street, Newark, CA, USA",37.535823,-122.052811
851200,True,H A SNOW SCHOOL  LIBRARY SIDE B,6580 MIRABEAU DR NEWARK,openstreetmap:address:way:349344605,"6580 Mirabeau Drive, Newark, CA, USA",37.542488,-122.049372
851300,True,H A SNOW SCHOOL  LIBRARY SIDE A,6580 MIRABEAU DR NEWARK,openstreetmap:address:way:349344605,"6580 Mirabeau Drive, Newark, CA, USA",37.542488,-122.049372
851500,True,HOLY REDEEMER LUTHERAN CHURCH,35660 CEDAR BLVD NEWARK,openstreetmap:address:node:3144551711,"35660 Cedar Boulevard, Newark, CA, USA",37.551137,-122.038929
851510,True,MACGREGOR ALT EDUCATION  SIDE A,35753 CEDAR BLVD NEWARK,openaddresses:address:us/ca/alameda:397780,"36712 Cedar Boulevard, Newark, CA, USA",37.544172,-122.02653
851520,True,MACGREGOR ALT EDUCATION  SIDE B,35753 CEDAR BLVD NEWARK,openaddresses:address:us/ca/alameda:397780,"36712 Cedar Boulevard, Newark, CA, USA",37.544172,-122.02653
851600,True,MUSICK SCHOOL LIBRARY,5735 MUSICK AVE NEWARK,openaddresses:address:us/ca/alameda:393478,"5876 Musick Avenue, Newark, CA, USA",37.54097,-122.032816
851700,False,FIRE STATION 29  APPARATUS BAY,35757 RUSCHIN DR. NEWARK,openaddresses:address:us/ca/alameda:393404,"36635 Ruschin Drive, Newark, CA, USA",37.541435,-122.031835
851800,True,ST EDWARDS CATHOLIC CH SIDE C,5788 THORNTON AVE NEWARK,openaddresses:address:us/ca/alameda:398098,"5788 Thornton Avenue, Newark, CA, USA",37.539366,-122.027828
852010,True,JAMES GRAHAM SCHOOL LIBRARY,36270 CHERRY ST NEWARK,openaddresses:address:us/ca/alameda:398144,"36270 Cherry Street, Newark, CA, USA",37.539242,-122.041308
852100,True,FIRST BAPTIST CHURCH HALL,6320 DAIRY AVE NEWARK,openaddresses:address:us/ca/alameda:393406,"6320 Dairy Avenue, Newark, CA, USA",37.535381,-122.034083
400100,False,SHEFFIELD VILLAGE MAIN CLUBROOM,247 MARLOW DR OAKLAND,openaddresses:address:us/ca/alameda:250649,"247 Marlow Drive, Oakland, CA, USA",37.734984,-122.134877
400200,False,OAKLAND FIRE STATION 28 APP RM,4615 GRASS VALLEY RD OAKLAND,openaddresses:address:us/ca/alameda:175781,"4615 Grass Valley Road, Oakland, CA, USA",37.751409,-122.123142
400300,True,CLUBHOUSE,21 MOUNTAIN VALLEY OAKLAND,openstreetmap:venue:node:1707553971,"Oakland Fire Station 21, Oakland, CA, USA",37.789472,-122.149635
400400,True,ST PASCHAL BAYLON CATHOLIC CH GYM,3700 DORISA AVE OAKLAND,openaddresses:address:us/ca/alameda:241386,"3700 Dorisa Avenue, Oakland, CA, USA",37.757591,-122.146311
400500,True,ST PASCHAL BAYLON CATHOLIC CH GYM,3700 DORISA AVE OAKLAND,openaddresses:address:us/ca/alameda:241386,"3700 Dorisa Avenue, Oakland, CA, USA",37.757591,-122.146311
400600,False,OAKLAND FIRE STATION 28 APP RM,4615 GRASS VALLEY RD OAKLAND,openaddresses:address:us/ca/alameda:175781,"4615 Grass Valley Road, Oakland, CA, USA",37.751409,-122.123142
400700,False,GARAGE,2 MONTWOOD WAY OAKLAND,openaddresses:address:us/ca/alameda:241485,"2 Montwood Way, Oakland, CA, USA",37.74884,-122.135928
400800,False,OAKLAND BIBLE CHURCH REC RM,2640 108TH AVE. OAKLAND,openaddresses:address:us/ca/alameda:256651,"2640 108th Avenue, Oakland, CA, USA",37.741902,-122.149425
400900,False,UNITED LUTHERAN CHURCH FIRESIDE RM,8800 FONTAINE ST OAKLAND,openaddresses:address:us/ca/alameda:216511,"8800 Fontaine Street, Oakland, CA, USA",37.760994,-122.150967
401100,True,BISHOP O'DOWD HIGH SCHOOL,9500 STEARNS AVE OAKLAND,openaddresses:address:us/ca/alameda:175289,"9500 Stearns Avenue, Oakland, CA, USA",37.753313,-122.154763
410100,True,ALLEN TEMPLE BAPTIST CHURCH HALL,8501 INTERNATIONAL BLVD OAKLAND,openaddresses:address:us/ca/alameda:271513,"8501 International Boulevard, Oakland, CA, USA",37.752944,-122.177303
410300,False,ELMHURST JR HIGH SCH AUDITORIUM SIDE A,1800 98TH AVE OAKLAND,openaddresses:address:us/ca/alameda:196575,"1800 98th Avenue, Oakland, CA, USA",37.746049,-122.165175
410400,False,VERDESE CARTER CENTER MAIN RM,9600 SUNNYSIDE ST OAKLAND,openaddresses:address:us/ca/alameda:170698,"9600 Sunnyside Street, Oakland, CA, USA",37.748765,-122.162916
410500,False,GARAGE,2040 103RD AVE OAKLAND,openaddresses:address:us/ca/alameda:241563,"2040 103rd Avenue, Oakland, CA, USA",37.742546,-122.160224
410600,False,ELMHURST JR HIGH SCH AUDITORIUM SIDE B,1800  98TH AVE OAKLAND,openaddresses:address:us/ca/alameda:196575,"1800 98th Avenue, Oakland, CA, USA",37.746049,-122.165175
415000,True,ALLEN TEMPLE BAPTIST CHURCH HALL,8501 INTERNATIONAL BLVD OAKLAND,openaddresses:address:us/ca/alameda:271513,"8501 International Boulevard, Oakland, CA, USA",37.752944,-122.177303
415200,False,OAKLAND FIRE STATION 20 APP FLOOR,1401  98TH AVE OAKLAND,openaddresses:address:us/ca/alameda:250824,"1401 98th Avenue, Oakland, CA, USA",37.744898,-122.170359
415300,True,LILY OF THE VALLEY CHRISTIAN CENTER,1010 91ST AVE OAKLAND,openaddresses:address:us/ca/alameda:201733,"1010 91st Avenue, Oakland, CA, USA",37.746259,-122.179759
415500,True,BROOKFIELD VLG SCHOOL AUDITORIUM,401 JONES AVE OAKLAND,openaddresses:address:us/ca/alameda:196828,"416 Jones Avenue, Oakland, CA, USA",37.735034,-122.188565
415600,False,BROOKFIELD VLG SCHOOL AUDITORIUM,215  ISLETON AVE OAKLAND,openaddresses:address:us/ca/alameda:201711,"215 Isleton Avenue, Oakland, CA, USA",37.730698,-122.183534
415800,False,COMM REFORMED CHURCH OF OAKLAND,457 CAPISTRANO DR OAKLAND,openaddresses:address:us/ca/alameda:266142,"457 Capistrano Drive, Oakland, CA, USA",37.728555,-122.179411
415900,False,MADISON PARK SCHOOL MUSIC RM,470 EL PASEO DR OAKLAND,openaddresses:address:us/ca/alameda:257243,"470 El Paseo Drive, Oakland, CA, USA",37.727981,-122.176582
213300,False,HIGHLANDS CTRY CLUB FIRESIDE RM,110 HILLER DR OAKLAND,openaddresses:address:us/ca/alameda:173007,"110 Hiller Drive, Oakland, CA, USA",37.854772,-122.230197
213400,False,MONTCLAIR REC CENTER TOT ROOM,6300 MORAGA AVE OAKLAND,openaddresses:address:us/ca/alameda:213817,"5845 Moraga Avenue, Oakland, CA, USA",37.832551,-122.219685
213500,False,THORNHILL NURSERY,6250 THORNHILL DR OAKLAND,openaddresses:address:us/ca/alameda:213805,"6250 Thornhill Drive, Oakland, CA, USA",37.841172,-122.209061
213600,False,MONTCLAIR PRESBY CH FAMILY ROOM,5701 THORNHILL DR OAKLAND,openaddresses:address:us/ca/alameda:173661,"5701 Thornhill Drive, Oakland, CA, USA",37.834231,-122.213131
213700,False,MONTCLAIR PRESBY CH FAMILY ROOM,5701 THORNHILL DR OAKLAND,openaddresses:address:us/ca/alameda:173661,"5701 Thornhill Drive, Oakland, CA, USA",37.834231,-122.213131
213800,False,HILLCREST SCHOOL MAIN HALL,30 MARGUERITE DR OAKLAND,openaddresses:address:us/ca/alameda:173186,"15 Marguerite Drive, Oakland, CA, USA",37.840209,-122.232682
213900,False,ST THERESA CHURCH HALL,30 MANDALAY RD OAKLAND,openaddresses:address:us/ca/alameda:193599,"30 Mandalay Road, Oakland, CA, USA",37.838077,-122.231454
214100,False,HILLCREST SCHOOL MAIN HALL,30 MARGUERITE DR OAKLAND,openaddresses:address:us/ca/alameda:173186,"15 Marguerite Drive, Oakland, CA, USA",37.840209,-122.232682
214200,False,GARAGE,6183 OCEAN VIEW DR OAKLAND,openaddresses:address:us/ca/alameda:233347,"6183 Ocean View Drive, Oakland, CA, USA",37.845484,-122.237911
214300,False,GARAGE,5757 BUENA VISTA AVE OAKLAND,openaddresses:address:us/ca/alameda:213421,"5757 Buena Vista Avenue, Oakland, CA, USA",37.847994,-122.237106
214400,False,GARAGE,6146 OCEAN VIEW DR OAKLAND,openaddresses:address:us/ca/alameda:172982,"6146 Ocean View Drive, Oakland, CA, USA",37.84667,-122.239273
214500,False,CHABOT ELEM SCH SPEECH CLASSRM,6686 CHABOT RD OAKLAND,openaddresses:address:us/ca/alameda:213395,"6686 Chabot Road, Oakland, CA, USA",37.850071,-122.242799
214600,False,OAKLAND FIRE STATION 19 APP BAY,5776 MILES AVE OAKLAND,openaddresses:address:us/ca/alameda:238449,"5776 Miles Avenue, Oakland, CA, USA",37.846068,-122.249743
214800,False,ST PETER CHURCH,6013 LAWTON AVE OAKLAND,openaddresses:address:us/ca/alameda:188478,"6013 Lawton Avenue, Oakland, CA, USA",37.843999,-122.245774
215100,True,ST AUGUSTINE CHURCH LOBBY,400 ALCATRAZ AVE OAKLAND,openaddresses:address:us/ca/alameda:172607,"400 Alcatraz Avenue, Oakland, CA, USA",37.850834,-122.256986
215120,False,COLLEGE PRESBY CH RECEPTION RM,5951 COLLEGE AVE OAKLAND,openaddresses:address:us/ca/alameda:188413,"5951 College Avenue, Oakland, CA, USA",37.848022,-122.252485
215200,True,BUSHROD REC CENTER MULTI-PURPOSE RM,560  59TH ST OAKLAND,openaddresses:address:us/ca/alameda:208067,"460 59th Street, Oakland, CA, USA",37.845386,-122.259567
215300,True,TELEGRAPH COMMUNITY CENTER,5316 TELEGRAPH AVE OAKLAND,openstreetmap:address:node:2050257371,"2807 Telegraph Avenue, Oakland, CA, USA",37.81761,-122.267744
215500,True,TEMESCAL BRANCH LIBRARY MEETING ROOM,5205 TELEGRAPH AVE OAKLAND,openaddresses:address:us/ca/alameda:213203,"5205 Telegraph Avenue, Oakland, CA, USA",37.838213,-122.262543
215610,False,FAITH PRESBYTERIAN CHURCH SOCIAL HALL,430 49thst OAKLAND,openaddresses:address:us/ca/alameda:254022,"430 Oakland Avenue, Oakland, CA, USA",37.817984,-122.254502
215700,True,STUDIO ONE ART CENTER THEATER,365  45TH ST OAKLAND,openaddresses:address:us/ca/alameda:213243,"365 45th Street, Oakland, CA, USA",37.832913,-122.257369
215800,False,MOSSWOOD REC CENTER GREAT ROOM,3612 WEBSTER ST OAKLAND,openaddresses:address:us/ca/alameda:273591,"3612 Webster Street, Oakland, CA, USA",37.823969,-122.260501
215900,False,MOSSWOOD REC CENTER GREAT ROOM,3612 WEBSTER ST OAKLAND,openaddresses:address:us/ca/alameda:273591,"3612 Webster Street, Oakland, CA, USA",37.823969,-122.260501
223000,False,THE POINT AT ROCKRIDGE ACTIVITY RM,4500 GILBERT ST OAKLAND,openaddresses:address:us/ca/alameda:208767,"4500 Gilbert Street, Oakland, CA, USA",37.832817,-122.25055
223010,True,SGI-USA BUDDHIST CENTER GOHONZON RM,3834 OPAL ST OAKLAND,openaddresses:address:us/ca/alameda:177995,"3834 Opal Street, Oakland, CA, USA",37.827154,-122.258708
223200,True,SGI-USA BUDDHIST CENTER GOHONZON RM,3834 OPAL ST. OAKLAND,openaddresses:address:us/ca/alameda:177995,"3834 Opal Street, Oakland, CA, USA",37.827154,-122.258708
223300,False,PIEDMONT AVENUE SCH FRONT HALL,4314 PIEDMONT AVE OAKLAND,openstreetmap:address:node:2301289858,"3943 Piedmont Avenue, Oakland, CA, USA",37.825386,-122.253976
223400,True,PIEDMONT GARDENS SENIOR CENTER,33 LINDA AVE OAKLAND,openaddresses:address:us/ca/alameda:208912,"62 Linda Avenue, Oakland, CA, USA",37.8264,-122.249476
224000,True,PARK BLVD PRESBY CH ENTER HAMPEL,4101 PARK BLVD OAKLAND,openaddresses:address:us/ca/alameda:226369,"4101 Park Boulevard, Oakland, CA, USA",37.806709,-122.224648
224200,True,PARK BLVD PRESBY CH ENTER HAMPEL,4101 PARK BLVD OAKLAND,openaddresses:address:us/ca/alameda:226369,"4101 Park Boulevard, Oakland, CA, USA",37.806709,-122.224648
224400,False,OAKLAND FIRE STATION 16 APP FLOOR,3600  13TH AVE OAKLAND,openaddresses:address:us/ca/alameda:252667,"3600 13th Avenue, Oakland, CA, USA",37.802886,-122.230376
224500,False,ST PAUL LUTHERAN CHURCH,1658 EXCELSIOR AVE OAKLAND,openaddresses:address:us/ca/alameda:222788,"1658 Excelsior Avenue, Oakland, CA, USA",37.801866,-122.222088
224600,False,ST PAUL LUTHERAN CHURCH,4215 LA CRESTA AVE OAKLAND,openaddresses:address:us/ca/alameda:251768,"4215 Lane Cresta Avenue, Oakland, CA, USA",37.805891,-122.219759
224700,False,DIMOND PUBLIC LIBRARY MEETING RM,3565 FRUITVALE AVE OAKLAND,openaddresses:address:us/ca/alameda:171145,"3565 Fruitvale Avenue, Oakland, CA, USA",37.801502,-122.216058
224800,False,GARAGE,"3845 FOREST HILL AVENUE, OAKLAND",openaddresses:address:us/ca/alameda:222722,"3845 Forest Hill Avenue, Oakland, CA, USA",37.80425,-122.212527
225000,False,OAKLAND FIRE STATION 8 APP FLOOR,463  51ST ST OAKLAND,openaddresses:address:us/ca/alameda:227917,"394 51st Street, Oakland, CA, USA",37.836682,-122.257682
225100,True,OAKLAND TECH HIGH SCH AUD LOBBY,4351 BROADWAY OAKLAND,openaddresses:address:us/ca/alameda:208768,"4351 Broadway, Oakland, CA, USA",37.832271,-122.255457
225200,True,STUDIO ONE ART CENTER THEATER,365  45TH ST OAKLAND,openaddresses:address:us/ca/alameda:213243,"365 45th Street, Oakland, CA, USA",37.832913,-122.257369
225400,True,THE HARRISON LOBBY,3933 HARRISON ST OAKLAND,openaddresses:address:us/ca/alameda:209121,"3933 Harrison Street, Oakland, CA, USA",37.822052,-122.249858
225600,False,OAKLAND FIRE STATION 10 APP FLOOR,172 SANTA CLARA AVE OAKLAND,openaddresses:address:us/ca/alameda:177462,"172 Santa Clara Avenue, Oakland, CA, USA",37.818692,-122.252294
225700,True,PLYMOUTH UNITED CHURCH FIRESIDE RM,424 MONTE VISTA AVE OAKLAND,openaddresses:address:us/ca/alameda:272587,"424 Orange Street, Oakland, CA, USA",37.817211,-122.253965
225710,False,GRAND LAKE GARDENS RESIDENT LOUNGE,401 SANTA CLARA AVE OAKLAND,openaddresses:address:us/ca/alameda:247315,"401 Santa Clara Avenue, Oakland, CA, USA",37.812992,-122.249099
225810,False,RESURRECTION LUTH CH MULTI-USE RM,397 EUCLID AVE OAKLAND,openaddresses:address:us/ca/alameda:207851,"354 Euclid Avenue, Oakland, CA, USA",37.81298,-122.252023
225900,False,GARAGE,628 BOULEVARD WAY OAKLAND,openaddresses:address:us/ca/alameda:272598,"628 Boulevard Way, Oakland, CA, USA",37.816878,-122.238235
225910,False,LAKE SHORE AVE BAPT CH BARNETT HALL,3534 LAKE SHORE AVE OAKLAND,openaddresses:address:us/ca/alameda:267468,"3534 Lake Shore Avenue, Oakland, CA, USA",37.811999,-122.241262
226100,False,GARAGE,1067 CLARENDON CRESCENT OAKLAND,openaddresses:address:us/ca/alameda:223341,"1067 Clarendon Crescent, Oakland, CA, USA",37.811829,-122.22671
226200,False,LAKE SHORE AVE BAPT CHURCH LOBBY,3518 LAKE SHORE AVE OAKLAND,openaddresses:address:us/ca/alameda:207661,"3518 Lake Shore Avenue, Oakland, CA, USA",37.811815,-122.241247
226300,False,LAKE SHORE AVE BAPT CH BARNETT HALL,3534 LAKE SHORE AVE OAKLAND,openaddresses:address:us/ca/alameda:267468,"3534 Lake Shore Avenue, Oakland, CA, USA",37.811999,-122.241262
226400,False,EAST BAY CHINESE ALLIANCE CHURCH,3755 13TH AVE OAKLAND,openaddresses:address:us/ca/alameda:252658,"3755 13th Avenue, Oakland, CA, USA",37.804163,-122.229578
244000,False,OAKLAND FIRE STATION 6,7080 COLTON BLVD OAKLAND,openaddresses:address:us/ca/alameda:228628,"7011 Colton Boulevard, Oakland, CA, USA",37.838497,-122.198582
244100,False,ST JOHN EPISC CHURCH FISCHER RM,1707 GOULDIN RD OAKLAND,openstreetmap:address:node:259398722,"1707 Gouldin Road, Oakland, CA, USA",37.83709,-122.20991
244200,False,GARAGE,6006 BALBOA DR OAKLAND,openaddresses:address:us/ca/alameda:188027,"6006 Balboa Drive, Oakland, CA, USA",37.831315,-122.198626
244300,False,OAKLAND FIRE STATION 24,5900 SHEPHERD CANYON RD OAKLAND,openaddresses:address:us/ca/alameda:184043,"8000 Shepherd Canyon Road, Oakland, CA, USA",37.835967,-122.187367
244400,False,THORNHILL ELEM SCHOOL CAFETERIA,5880 THORNHILL DR OAKLAND,openaddresses:address:us/ca/alameda:208647,"5969 Thornhill Drive, Oakland, CA, USA",37.837876,-122.211347
244500,False,GARAGE,8 AZTEC WAY OAKLAND,openaddresses:address:us/ca/alameda:173747,"8 Aztec Way, Oakland, CA, USA",37.829918,-122.204819
244600,True,MONTERA MIDDLE SCHOOL ROOM 400,5555 ASCOT DR OAKLAND,openaddresses:address:us/ca/alameda:305902,"5555 Ascot Drive, Oakland, CA, USA",37.819275,-122.201776
244700,True,MONTERA MIDDLE SCHOOL ROOM 400,5555 ASCOT DR OAKLAND,openaddresses:address:us/ca/alameda:305902,"5555 Ascot Drive, Oakland, CA, USA",37.819275,-122.201776
244800,True,JOAQUIN MILLER CENTER ASSEMBLY RM1,3594 SANBORN DR OAKLAND,openaddresses:address:us/ca/alameda:240333,"3594 Sanborn Drive, Oakland, CA, USA",37.811539,-122.179781
244900,False,OAKLAND FIRE STATION 25 APP FLOOR,"2795 BUTTERS DRIVE, OAKLAND",openaddresses:address:us/ca/alameda:202916,"2795 Butters Drive, Oakland, CA, USA",37.809038,-122.191557
245000,False,GREEK ORTHODOX ASCENSION CATHEDRAL,4700 LINCOLN AVE OAKLAND,openaddresses:address:us/ca/alameda:232010,"4700 Lincoln Avenue, Oakland, CA, USA",37.80952,-122.201574
245100,False,WELLS AND BENNETT CONF ROOM,1451 LEIMERT BLVD OAKLAND,openaddresses:address:us/ca/alameda:206580,"1451 Leimert Boulevard, Oakland, CA, USA",37.811338,-122.212461
245200,False,GARAGE,6001 ESTATES DR OAKLAND,openaddresses:address:us/ca/alameda:233945,"6001 Estates Drive, Oakland, CA, USA",37.830218,-122.218403
310000,True,ST COLUMBAS CHURCH PARISH HALL,6401 SAN PABLO AVE OAKLAND,openaddresses:address:us/ca/alameda:264055,"6401 San Pablo Avenue, Oakland, CA, USA",37.846591,-122.285413
310100,True,ST COLUMBAS CHURCH PARISH HALL,6401 SAN PABLO AVE OAKLAND,openaddresses:address:us/ca/alameda:264055,"6401 San Pablo Avenue, Oakland, CA, USA",37.846591,-122.285413
310200,True,DOWNS MEMORIAL UNITED METHODIST CH,6026 IDAHO ST OAKLAND,openaddresses:address:us/ca/alameda:254212,"6026 Idaho Street, Oakland, CA, USA",37.843953,-122.28038
310300,True,DOWNS MEMORIAL UNITED METHODIST CH,6026 IDAHO ST OAKLAND,openaddresses:address:us/ca/alameda:254212,"6026 Idaho Street, Oakland, CA, USA",37.843953,-122.28038
310400,False,HUMANITY BAPTIST CH  CLASSROOM,1051  54TH ST OAKLAND,openaddresses:address:us/ca/alameda:189480,"1051 54th Street, Oakland, CA, USA",37.837831,-122.279923
310500,False,EMERY SECONDARY SCH TEACHERS LUNCHRM,915  54TH ST OAKLAND,openstreetmap:address:way:226420947,"915 54th Street, Oakland, CA, USA",37.837664,-122.274965
310600,False,SOJOURNER TRUTH MANOR REC AREA,5915 M L KING JR WAY OAKLAND,openaddresses:address:us/ca/alameda:247569,"5915 Martin Luther King Junior Way, Oakland, CA, USA",37.844557,-122.271033
310700,False,SOJOURNER TRUTH MANOR REC AREA,6015 M L KING JR WAY OAKLAND,openaddresses:address:us/ca/alameda:247565,"6015 Martin Luther King Junior Way, Oakland, CA, USA",37.845479,-122.271213
310900,False,NIEBLY-PROCTOR LIBRARY,6501 TELEGRAPH AVE. OAKLAND,openstreetmap:address:node:2050257371,"2807 Telegraph Avenue, Oakland, CA, USA",37.81761,-122.267744
311100,False,SANKOFA ACADEMY SCH AUDITORIUM,581 61ST ST OAKLAND,openaddresses:address:us/ca/alameda:208050,"413 61st Street, Oakland, CA, USA",37.847239,-122.257103
311200,True,BUSHROD REC CENTER MULTI-PURPOSE RM,560  59TH ST OAKLAND,openaddresses:address:us/ca/alameda:208067,"460 59th Street, Oakland, CA, USA",37.845386,-122.259567
311400,False,OAKLAND MILITARY ACADEMY,3877 LUSK ST OAKLAND,openaddresses:address:us/ca/alameda:179372,"4102 Lusk Street, Oakland, CA, USA",37.831237,-122.271398
311500,False,CHURCH OF THE GOOD SHEPHERD,799 52ND ST OAKLAND,openaddresses:address:us/ca/alameda:192901,"799 52nd Street, Oakland, CA, USA",37.836896,-122.269076
311700,False,MOSSWOOD REC CENTER GREAT ROOM,3612 WEBSTER ST OAKLAND,openaddresses:address:us/ca/alameda:273591,"3612 Webster Street, Oakland, CA, USA",37.823969,-122.260501
323000,True,LAKESIDE PARK GARDEN EBELL RM,666 BELLEVUE AVE OAKLAND,openstreetmap:address:way:27808403,"666 Bellevue Avenue, Oakland, CA, USA",37.807092,-122.258658
323200,False,CLEVELAND SCHOOL STAGE AREA,745 CLEVELAND ST OAKLAND,openaddresses:address:us/ca/alameda:209805,"716 Cleveland Street, Oakland, CA, USA",37.804673,-122.244157
325100,False,1ST CHRISTIAN CHURCH SHELTON RM,111 FAIRMOUNT AVE OAKLAND,openaddresses:address:us/ca/alameda:194271,"111 Fairmount Avenue, Oakland, CA, USA",37.816519,-122.260963
325200,False,1ST CHRISTIAN CHURCH SHELTON RM,111 FAIRMOUNT AVE OAKLAND,openaddresses:address:us/ca/alameda:194271,"111 Fairmount Avenue, Oakland, CA, USA",37.816519,-122.260963
325300,True,WESTLAKE CHRISTIAN TERRACE,275  28TH ST OAKLAND,openaddresses:address:us/ca/alameda:273923,"275 28th Street, Oakland, CA, USA",37.815685,-122.262294
325400,True,TEMPLE BETH ABRAHAM SOCIAL HALL,327 MACARTHUR BLVD OAKLAND,openstreetmap:address:way:270240088,"327 MacArthur Boulevard, Oakland, CA, USA",37.813726,-122.251736
325500,False,GRAND ADVENT SDA CHURCH,278 GRAND AVE OAKLAND,openstreetmap:address:way:268094933,"278 Grand Avenue, Oakland, CA, USA",37.809424,-122.257868
325510,False,RESURRECTION LUTH CH MULTI-USE RM,397 EUCLID AVE OAKLAND,openaddresses:address:us/ca/alameda:207851,"354 Euclid Avenue, Oakland, CA, USA",37.81298,-122.252023
325600,True,LAKESIDE PARK GARDEN VISTA ROOM,666 BELLEVUE AVE OAKLAND,openstreetmap:address:way:27808403,"666 Bellevue Avenue, Oakland, CA, USA",37.807092,-122.258658
325700,True,LAKESIDE PARK GARDEN VISTA ROOM,666 BELLEVUE AVE OAKLAND,openstreetmap:address:way:27808403,"666 Bellevue Avenue, Oakland, CA, USA",37.807092,-122.258658
325800,True,ROTARY NATURE CENTER SIDE RM,600 BELLEVUE AVE OAKLAND,openaddresses:address:us/ca/alameda:183652,"565 Bellevue Avenue, Oakland, CA, USA",37.807822,-122.255768
333100,False,LAKE PARK RETIREMENT BASEMENT LEVEL,1850 ALICE ST OAKLAND,openaddresses:address:us/ca/alameda:242903,"1850 Alice Street, Oakland, CA, USA",37.805266,-122.264027
333200,False,OAKLAND MAIN LIBRARY AUD,125 14TH ST OAKLAND,openstreetmap:address:way:28376124,"125 14th Street, Oakland, CA, USA",37.801011,-122.263758
333210,False,OAKLAND MAIN LIBRARY AUD,125 14TH ST OAKLAND,openstreetmap:address:way:28376124,"125 14th Street, Oakland, CA, USA",37.801011,-122.263758
333400,False,LINCOLN SCHOOL FRONT HALLWAY,225  11TH ST OAKLAND,openaddresses:address:us/ca/alameda:207225,"1616 11th Street, Oakland, CA, USA",37.809682,-122.296092
333410,False,LINCOLN NEIGHBORHOOD CENTER,250  10TH ST OAKLAND,openaddresses:address:us/ca/alameda:171947,"250 10th Street, Oakland, CA, USA",37.800278,-122.268516
333500,False,F M SMITH REC CENTER  BASEMENT,1969 PARK BLVD OAKLAND,openaddresses:address:us/ca/alameda:209873,"2282 Park Boulevard, Oakland, CA, USA",37.801405,-122.245254
333510,False,F M SMITH REC CENTER BASEMENT,1969 PARK BLVD OAKLAND,openaddresses:address:us/ca/alameda:209873,"2282 Park Boulevard, Oakland, CA, USA",37.801405,-122.245254
333600,True,DEWEY HIGH SCHOOL PORTABLE 13A,1111 2ND AVE OAKLAND,openaddresses:address:us/ca/alameda:264944,"1025 2nd Avenue, Oakland, CA, USA",37.796611,-122.258962
333800,True,DEWEY HIGH SCHOOL PORTABLE 13A,1111 2ND AVE OAKLAND,openaddresses:address:us/ca/alameda:264944,"1025 2nd Avenue, Oakland, CA, USA",37.796611,-122.258962
333900,False,PRIVATE HALL,1247 E  12TH ST OAKLAND,openaddresses:address:us/ca/alameda:185222,"1247 East 12th Street, Oakland, CA, USA",37.789175,-122.248654
334000,True,JESUCRISTO ES EL SENOR,1601 6TH AVE OAKLAND,openaddresses:address:us/ca/alameda:184998,"1601 6th Avenue, Oakland, CA, USA",37.796749,-122.251181
334100,False,SEVENTH AVENUE MISSIONARY BAPT CH,1740 7TH AVE OAKLAND,openaddresses:address:us/ca/alameda:255152,"1740 7th Avenue, Oakland, CA, USA",37.796564,-122.248555
334600,False,MARY HELP OF CHRISTIANS CHURCH,2611 E 9TH ST OAKLAND,openaddresses:address:us/ca/alameda:219637,"2611 East 9th Street, Oakland, CA, USA",37.777676,-122.236084
334700,True,FRUITVALE SAN ANTONIO SENIOR CTR,3301 E 12TH ST OAKLAND,openaddresses:address:us/ca/alameda:166518,"3301 East 12th Street, Oakland, CA, USA",37.77567,-122.224682
335000,True,Willie Keyes (Poplar) REC CENTER,3131 UNION ST OAKLAND,openaddresses:address:us/ca/alameda:269172,"3131 Union Street, Oakland, CA, USA",37.823307,-122.28392
335100,False,NORTH OAKLAND MISSIONARY BAPT CH,1060  32ND ST OAKLAND,openaddresses:address:us/ca/alameda:234360,"1060 32nd Street, Oakland, CA, USA",37.823549,-122.279092
335200,False,OAKLAND FIRE STATION 5 APP BAY,934  34TH ST OAKLAND,openaddresses:address:us/ca/alameda:166131,"934 34th Street, Oakland, CA, USA",37.825105,-122.276041
335300,False,ST AUGUSTINES EPISCOPAL CHURCH,525  29TH ST OAKLAND,openaddresses:address:us/ca/alameda:213074,"525 29th Street, Oakland, CA, USA",37.818194,-122.267959
335400,True,MCCLYMONDS HIGH SCHOOL ROOM 128,2607 MYRTLE ST OAKLAND,openaddresses:address:us/ca/alameda:209631,"2836 Myrtle Street, Oakland, CA, USA",37.819918,-122.277496
335500,True,TRUE VINE BAPTIST CHURCH GREAT ROOM,896 ISABELLA ST OAKLAND,openaddresses:address:us/ca/alameda:212423,"896 Isabella Street, Oakland, CA, USA",37.814652,-122.277691
335700,True,CITY OF OAKLAND LOBBY,550  24TH ST OAKLAND,openaddresses:address:us/ca/alameda:171485,"550 24th Street, Oakland, CA, USA",37.814103,-122.269959
